"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","date","PRCP","PRCP_ATTRIBUTES","avtemp","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-09-28",,,"83","H,,S","94",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-09-29",,,"82","H,,S","94",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-09-30",,,"82","H,,S","93",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-01",,,"83","H,,S","94",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-02",,,"80","H,,S","93",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-03",,,"81","H,,S","92",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-04",,,"80","H,,S","92",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-05",,,"80","H,,S","93",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-06",,,"79","H,,S","92",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-07",,,"80","H,,S","92",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-08",,,"79","H,,S","92",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-09",,,"80","H,,S","92",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-10",,,"79","H,,S","92",",,S","69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-11",,,"79","H,,S","92",",,S","69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-12",,,"78","H,,S","93",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-13",,,"79","H,,S","91",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-14",,,"77","H,,S","92",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-15",,,"75","H,,S","90",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-16",,,"75","H,,S","92",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-17",,,"74","H,,S","91",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-18",,,"75","H,,S","91",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-19",,,"75","H,,S","93",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-20",,,"74","H,,S","92",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-21",,,"77","H,,S","91",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-22",,,"75","H,,S","89",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-23",,,"74","H,,S","91",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-24",,,"71","H,,S","86",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-25",,,"72","H,,S","87",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-26",,,"73","H,,S","87",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-27",,,"70","H,,S","84",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-28",,,"70","H,,S","84",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-29",,,"68","H,,S","82",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-30",,,"69","H,,S","82",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-10-31",,,"68","H,,S","81",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-01",,,"68","H,,S","81",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-02",,,"67","H,,S","79",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-03",,,"67","H,,S","79",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-04",,,"70","H,,S","83",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-05",,,"67","H,,S","81",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-06",,,"66","H,,S","79",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-07",,,"64","H,,S","78",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-08",,,"66","H,,S","80",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-09",,,"66","H,,S","81",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-10",,,"66","H,,S","81",",,S","55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-11",,,"66","H,,S","83",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-12",,,"64","H,,S","80",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-13",,,"62","H,,S","78",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-14",,,"65","H,,S","74",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-15","0.16",",,S","62","H,,S","75",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-16","0.00",",,S","61","H,,S","74",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-17",,,"57","H,,S","70",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-18",,,"59","H,,S","72",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-19",,,"58","H,,S","72",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-20",,,"59","H,,S","72",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-21",,,"59","H,,S","74",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-22",,,"60","H,,S","76",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-23",,,"56","H,,S","76",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-24",,,"60","H,,S",,,"46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-25",,,"58","H,,S","74",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-26",,,"55","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-27",,,"59","H,,S","75",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-28",,,"60","H,,S","76",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-29",,,"60","H,,S","74",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-11-30",,,"58","H,,S","74",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-01",,,"58","H,,S","73",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-02",,,"61","H,,S","74",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-03",,,"58","H,,S","74",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-04",,,"58","H,,S","74",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-05",,,"57","H,,S","75",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-06",,,"56","H,,S","72",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-07",,,"56","H,,S","73",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-08",,,"58","H,,S","75",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-09",,,"59","H,,S","73",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-10",,,"61","H,,S","74",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-11","0.24",",,S","56","H,,S","74",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-12","2.09",",,S","56","H,,S","61",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-13","0.04",",,S","56","H,,S","65",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-14","0.00",",,S","51","H,,S","59",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-15",,,"49","H,,S","60",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-16",,,"50","H,,S","64",",,S","41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-17",,,"55","H,,S","72",",,S","41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-18",,,"60","H,,S","79",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-19",,,"61","H,,S","79",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-20",,,"69","H,,S","80",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-21",,,"63","H,,S","76",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-22",,,"59","H,,S","72",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-23",,,"53","H,,S","64",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-24",,,"54","H,,S","67",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-25",,,"55","H,,S","69",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-26",,,"55","H,,S","64",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-27",,,"57","H,,S","69",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-28",,,"56","H,,S","70",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-29",,,"58","H,,S","74",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-30",,,"59","H,,S","70",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2017-12-31",,,"55","H,,S","67",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-01",,,"54","H,,S","65",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-02",,,"54","H,,S","68",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-03",,,"47","H,,S","59",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-04",,,"50","H,,S","60",",,S","37",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-05",,,"54","H,,S","68",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-06",,,"53","H,,S","68",",,S","41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-07",,,"49","H,,S","65",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-08",,,"51","H,,S","67",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-09",,,"54","H,,S","69",",,S","41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-10",,,"55","H,,S","72",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-11",,,"54","H,,S","65",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-12",,,"54","H,,S","69",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-13",,,"55","H,,S","68",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-14",,,"54","H,,S","69",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-15",,,"54","H,,S","69",",,S","40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-16",,,"54","H,,S","73",",,S","39",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-17",,,"58","H,,S","71",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-18","0.00",",,S","58","H,,S","76",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-19",,,"57","H,,S","72",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-20",,,"55","H,,S","71",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-21",,,"57","H,,S","72",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-22",,,"56","H,,S","69",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-23",,,"50","H,,S","56",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-24",,,"52","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-25",,,"52","H,,S","62",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-26",,,"52","H,,S","62",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-27",,,"52","H,,S","61",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-28",,,"48","H,,S","63",",,S","39",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-29",,,"54","H,,S",,,"41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-30",,,"59","H,,S","72",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-01-31",,,"57","H,,S","68",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-01",,,"60","H,,S","74",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-02",,,"57","H,,S","71",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-03",,,"58","H,,S","72",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-04",,,"56","H,,S","71",",,S","43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-05",,,"54","H,,S","70",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-06",,,"54","H,,S","72",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-07",,,"55","H,,S","70",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-08",,,"54","H,,S","70",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-09",,,"55","H,,S","69",",,S","42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-10",,,"57","H,,S","71",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-11",,,"64","H,,S","75",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-12","0.83",",,S","53","H,,S","59",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-13","1.10",",,S","56","H,,S","67",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-14","0.00",",,S","56","H,,S","70",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-15",,,"58","H,,S","70",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-16",,,"60","H,,S","72",",,S","49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-17",,,"60","H,,S","74",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-18",,,"60","H,,S","75",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-19",,,"61","H,,S","75",",,S","48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-20",,,"63","H,,S","76",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-21",,,"66","H,,S","80",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-22",,,"65","H,,S","76",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-23",,,"69","H,,S","81",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-24","0.28",",,S","63","H,,S","73",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-25",,,"63","H,,S","76",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-26",,,"64","H,,S","77",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-27",,,"66","H,,S","78",",,S","57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-02-28",,,"65","H,,S","77",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-01",,,"66","H,,S","77",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-02","0.24",",,S","70","H,,S","83",",,S","59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-03","0.00",",,S","64","H,,S","70",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-04","0.01",",,S","65","H,,S","78",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-05","0.00",",,S","65","H,,S","78",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-06",,,"64","H,,S","78",",,S","51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-07",,,"66","H,,S","80",",,S","52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-08",,,"68","H,,S","81",",,S","56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-09",,,"69","H,,S","81",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-10",,,"69","H,,S","83",",,S","57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-11",,,"69","H,,S","83",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-12",,,"71","H,,S","84",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-13",,,"74","H,,S","88",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-14",,,"75","H,,S","88",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-15","0.00",",,S","69","H,,S","83",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-16","0.00",",,S","71","H,,S","83",",,S","55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-17",,,"67","H,,S","83",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-18",,,"70","H,,S","83",",,S","53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-19",,,"73","H,,S","87",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-20",,,"70","H,,S","81",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-21","0.04",",,S","64","H,,S","73",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-22","0.16",",,S","70","H,,S","82",",,S","54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-23","0.00",",,S","72","H,,S","84",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-24",,,"74","H,,S","88",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-25",,,"74","H,,S","87",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-26",,,"75","H,,S","89",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-27",,,"75","H,,S","87",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-28",,,"79","H,,S","91",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-29",,,"77","H,,S","93",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-30",,,"78","H,,S","96",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-03-31",,,"79","H,,S","96",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-01",,,"78","H,,S","89",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-02",,,"78","H,,S","89",",,S","67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-03",,,"80","H,,S","91",",,S","63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-04",,,"81","H,,S","91",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-05",,,"79","H,,S","91",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-06",,,"81","H,,S","94",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-07",,,"81","H,,S","92",",,S","68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-08",,,"78","H,,S","90",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-09","0.31",",,S","77","H,,S","88",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-10","0.04",",,S","75","H,,S","86",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-11","0.91",",,S","72","H,,S",,,"62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-12","0.20",",,S","73","H,,S","86",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-13","0.00",",,S","78","H,,S","90",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-14",,,"77","H,,S","91",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-15",,,"82","H,,S","94",",,S","66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-16",,,"76","H,,S","85",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-17","0.24",",,S","76","H,,S","90",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-18","0.00",",,S","80","H,,S","94",",,S","64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-19",,,"84","H,,S","94",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-20","0.08",",,S","65","H,,S","94",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-21","0.43",",,S","73","H,,S","85",",,S","60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-22","0.00",",,S","74","H,,S","90",",,S","58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-23",,,"78","H,,S","94",",,S","62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-24",,,"83","H,,S","98",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-25",,,"87","H,,S","101",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-26",,,"87","H,,S","102",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-27",,,"88","H,,S",,,"74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-28",,,"87","H,,S","101",",,S","73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-29",,,"85","H,,S","101",",,S","69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-04-30",,,"89","H,,S","104",",,S","70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-01",,,"91","H,,S","99",",,S","80",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-02",,,"83","H,,S","92",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-03","0.00",",,S","85","H,,S","95",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-04","0.02",",,S","85","H,,S","98",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-05","0.00",",,S","86","H,,S","96",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-06","0.08",",,S","77","H,,S","85",",,S","69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-07","0.16",",,S","79","H,,S","92",",,S","66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-08","0.08",",,S","78","H,,S","90",",,S","65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-09","0.00",",,S","81","H,,S","93",",,S","66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-10","0.12",",,S","83","H,,S","98",",,S","66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-11","0.00",",,S","90","H,,S","103",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-12",,,"87","H,,S","101",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-13","0.08",",,S","87","H,,S","99",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-14","0.00",",,S","84","H,,S","94",",,S","74",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-15","0.16",",,S","85","H,,S","95",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-16","0.01",",,S","84","H,,S","98",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-17","0.00",",,S","86","H,,S","99",",,S","75",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-18",,,"92","H,,S","101",",,S","76",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-19",,,"86","H,,S","99",",,S","75",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-20","0.00",",,S","87","H,,S","102",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-21",,,"87","H,,S","103",",,S","71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2018-05-22",,,"91","H,,S","105",",,S","76",",,S"
