"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","date","PRCP","PRCP_ATTRIBUTES","avtemp","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-09-27","2.56",",,S","78","H,,S",,,"71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-09-28","0.00",",,S","73","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-09-29","0.67",",,S","73","H,,S",,,"70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-09-30","0.28",",,S","77","H,,S",,,"69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-01","0.39",",,S","75","H,,S",,,"64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-02","0.00",",,S","76","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-03",,,"71","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-04",,,"70","H,,S",,,"63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-05",,,"75","H,,S",,,"63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-06",,,"74","H,,S",,,"66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-07",,,"73","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-08",,,"74","H,,S",,,"63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-09",,,"75","H,,S",,,"66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-10",,,"74","H,,S",,,"64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-11",,,"75","H,,S",,,"66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-12",,,"75","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-13",,,"76","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-14",,,"77","H,,S",,,"69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-15",,,"78","H,,S",,,"69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-16",,,"77","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-17",,,"75","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-18","0.75",",,S","69","H,,S",,,"62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-19","0.00",",,S","71","H,,S",,,"61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-20",,,"69","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-21",,,"71","H,,S",,,"59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-22",,,"70","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-23",,,"72","H,,S",,,"61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-24",,,"72","H,,S",,,"60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-25",,,"71","H,,S",,,"61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-26",,,"70","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-27",,,"69","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-28",,,"71","H,,S",,,"59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-29",,,"72","H,,S","85",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-30",,,"71","H,,S",,,"63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-10-31",,,"71","H,,S",,,"62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-01",,,"69","H,,S",,,"62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-02",,,"71","H,,S",,,"61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-03",,,"68","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-04",,,"68","H,,S",,,"57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-05",,,"69","H,,S",,,"57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-06",,,"70","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-07","0.43",",,S","60","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-08","2.09",",,S","66","H,,S",,,"54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-09","0.00",",,S","66","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-10",,,"65","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-11",,,"64","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-12",,,"65","H,,S",,,"57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-13",,,"65","H,,S",,,"57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-14",,,"65","H,,S",,,"59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-15","0.02",",,S","65","H,,S",,,"61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-16","0.03",",,S","64","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-17","0.04",",,S","63","H,,S",,,"54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-18","0.00",",,S","63","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-19",,,"63","H,,S",,,"54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-20",,,"63","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-21",,,"62","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-22",,,"61","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-23","0.12",",,S","66","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-24","0.00",",,S","63","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-25",,,"62","H,,S",,,"54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-26",,,"64","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-27",,,"60","H,,S","68",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-28","1.26",",,S","60","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-29","0.01",",,S","60","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-11-30","0.00",",,S","59","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-01",,,"57","H,,S","76",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-02",,,"56","H,,S",,,"46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-03",,,"56","H,,S",,,"45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-04",,,"57","H,,S",,,"45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-05",,,"57","H,,S",,,"47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-06",,,"58","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-07",,,"58","H,,S",,,"47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-08",,,"57","H,,S",,,"46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-09",,,"55","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-10",,,"54","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-11",,,"55","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-12",,,"53","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-13","3.82",",,S","51","H,,S",,,"47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-14","0.59",",,S","51","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-15","0.00",",,S","52","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-16",,,"51","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-17",,,"50","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-18",,,"50","H,,S",,,"41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-19",,,"50","H,,S","54",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-20",,,"51","H,,S","53",",,S","47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-21",,,"54","H,,S",,,"44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-22",,,"51","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-23",,,"50","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-24",,,"50","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-25",,,"46","H,,S",,,"44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-26",,,"46","H,,S","52",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-27",,,"47","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-28",,,"47","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-29",,,"47","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-30",,,"42","H,,S",,,"36",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2019-12-31",,,"42","H,,S","53",",,S","36",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-01",,,"49","H,,S",,,"37",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-02",,,"53","H,,S","68",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-03",,,"54","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-04","0.00",",,S","54","H,,S","66",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-05",,,"51","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-06",,,"51","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-07",,,"51","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-08",,,"49","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-09",,,"49","H,,S",,,"38",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-10",,,"49","H,,S","64",",,S","38",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-11",,,"49","H,,S",,,"39",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-12","0.00",",,S","58","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-13","0.12",",,S","52","H,,S","61",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-14","1.57",",,S","51","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-15","0.00",",,S","51","H,,S",,,"44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-16",,,"52","H,,S",,,"45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-17",,,"54","H,,S",,,"46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-18",,,"53","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-19",,,"53","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-20",,,"55","H,,S","67",",,S","46",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-21","0.02",",,S","51","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-22","0.00",",,S","53","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-23",,,"51","H,,S",,,"40",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-24",,,"53","H,,S",,,"39",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-25",,,"54","H,,S",,,"48",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-26","0.00",",,S","55","H,,S","70",",,S","45",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-27",,,"57","H,,S","69",",,S","44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-28","0.08",",,S","53","H,,S","55",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-29","0.87",",,S","52","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-30","0.00",",,S","52","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-01-31",,,"51","H,,S",,,"41",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-01",,,"52","H,,S",,,"44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-02",,,"51","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-03",,,"52","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-04",,,"52","H,,S",,,"44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-05",,,"53","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-06",,,"53","H,,S",,,"42",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-07",,,"53","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-08",,,"54","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-09",,,"54","H,,S",,,"43",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-10",,,"55","H,,S",,,"44",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-11",,,"57","H,,S",,,"47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-12",,,"61","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-13","0.08",",,S","65","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-14","0.00",",,S","60","H,,S",,,"50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-15",,,"61","H,,S",,,"50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-16",,,"63","H,,S",,,"52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-17",,,"60","H,,S",,,"47",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-18",,,"62","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-19",,,"67","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-20","0.02",",,S","64","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-21","0.51",",,S","61","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-22","0.00",",,S","62","H,,S",,,"51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-23",,,"63","H,,S",,,"52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-24",,,"63","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-25",,,"64","H,,S",,,"52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-26",,,"64","H,,S",,,"52",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-27",,,"66","H,,S",,,"57",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-28",,,"65","H,,S",,,"59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-02-29","0.79",",,S","63","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-01","0.16",",,S","65","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-02","0.00",",,S","64","H,,S",,,"54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-03",,,"65","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-04",,,"66","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-05","0.83",",,S","59","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-06","0.59",",,S","56","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-07","0.71",",,S","56","H,,S",,,"51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-08","0.08",",,S","63","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-09","0.00",",,S","61","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-10",,,"61","H,,S","74",",,S","50",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-11",,,"62","H,,S",,,"53",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-12","1.02",",,S","60","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-13","0.55",",,S","61","H,,S","75",",,S","51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-14","0.39",",,S","58","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-15","0.47",",,S","62","H,,S",,,"49",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-16","0.00",",,S","64","H,,S","76",",,S","51",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-17",,,"66","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-18",,,"67","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-19",,,"69","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-20",,,"70","H,,S",,,"59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-21",,,"67","H,,S",,,"62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-22","0.02",",,S","69","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-23","0.00",",,S","71","H,,S",,,"60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-24","0.04",",,S","64","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-25","0.28",",,S","66","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-26","0.00",",,S","70","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-27","0.20",",,S","62","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-28","2.60",",,S","66","H,,S",,,"59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-29","0.00",",,S","67","H,,S",,,"55",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-30",,,"67","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-03-31","0.00",",,S","69","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-01","0.04",",,S","70","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-02","0.00",",,S","69","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-03",,,"68","H,,S",,,"54",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-04",,,"70","H,,S",,,"56",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-05",,,"70","H,,S",,,"61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-06","1.34",",,S","72","H,,S",,,"59",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-07","0.00",",,S","68","H,,S","78",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-08","0.01",",,S","72","H,,S",,,"58",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-09","0.00",",,S","73","H,,S",,,"60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-10",,,"76","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-11",,,"76","H,,S",,,"62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-12",,,"77","H,,S",,,"63",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-13",,,"77","H,,S",,,"66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-14",,,"83","H,,S",,,"69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-15",,,"81","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-16",,,"80","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-17",,,"70","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-18","0.63",",,S","73","H,,S","85",",,S","61",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-19","0.00",",,S","79","H,,S",,,"64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-20",,,"74","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-21",,,"74","H,,S",,,"60",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-22",,,"78","H,,S",,,"62",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-23",,,"79","H,,S",,,"65",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-24",,,"80","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-25",,,"78","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-26","0.08",",,S","76","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-27","0.02",",,S","74","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-28","0.02",",,S","78","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-29","0.00",",,S","81","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-04-30",,,"84","H,,S",,,"73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-01",,,"86","H,,S",,,"71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-02",,,"83","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-03",,,"75","H,,S",,,"66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-04",,,"78","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-05",,,"81","H,,S","93",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-06",,,"78","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-07",,,"81","H,,S",,,"70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-08",,,"83","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-09",,,"87","H,,S",,,"76",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-10","0.63",",,S","80","H,,S",,,"66",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-11","0.00",",,S","82","H,,S",,,"71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-12",,,"82","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-13",,,"83","H,,S",,,"69",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-14",,,"72","H,,S","94",",,S",,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-15",,,"80","H,,S",,,"64",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-16",,,"84","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-17",,,"85","H,,S",,,"70",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-18",,,"84","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-19",,,"80","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-20",,,"83","H,,S",,,"67",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-21",,,"87","H,,S",,,"68",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-22",,,"95","H,,S","107",",,S","72",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-23",,,"89","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-24",,,"89","H,,S",,,"71",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-25",,,"92","H,,S",,,"75",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-26",,,"94","H,,S",,,"78",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-27",,,"95","H,,S",,,"80",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-28",,,"85","H,,S",,,"78",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-29",,,"87","H,,S",,,"73",",,S"
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-30",,,"79","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-05-31",,,"78","H,,S",,,,
"IN008040500","JAMMU, IN","32.667","74.833","367.0","2020-06-01",,,"74","H,,S",,,,
